Title,Year,URL,Popularity,verses
It's The End of The World as We Know It ,2008,/its-the-end-of-the-world-as-we-know-it-lyrics-rem.html,3,"That's great, it starts with an earthquake
Birds and snakes, an aeroplane, Lenny Bruce is not afraid
Eye of a hurricane, listen to yourself churn
World serves its own needs, don't misserve your own needs
Feed it up a knock, speed, grunt, no, strength, no
Ladder, structure clatter with fear of height, down height
Wire in a fire, represent the seven games
In a government for hire and a combat site
Left her, wasn't coming in a hurry with the furies
Breathing down your neck
Team by team, reporters baffled, trump, tethered crop
Look at that low plane, fine then
Uh oh, overflow, population, common group
But it'll do, save yourself, serve yourself
World serves its own needs, listen to your heart bleed
Tell me with the rapture and the reverent in the right, right
You vitriolic, patriotic, slam, fight, bright light
Feeling pretty psyched
It's the end of the world as we know it
It's the end of the world as we know it
It's the end of the world as we know it
And I feel fine
Six o'clock, TV hour, don't get caught in foreign tower
Slash and burn, return, listen to yourself churn
Lock him in uniform and book burning, blood letting
Every motive escalate, automotive incinerate
Light a candle, light a motive, step down, step down
Watch a heel crush, crush, uh oh, this means no fear
Cavalier, renegade and steer clear
A tournament, a tournament, a tournament of lies
Offer me solutions, offer me alternatives and I decline
It's the end of the world as we know it
It's the end of the world as we know it
It's the end of the world as we know it
And I feel fine, I feel fine
It's the end of the world as we know it
It's the end of the world as we know it
It's the end of the world as we know it
And I feel fine
The other night I tripped a nice continental drift divide
Mount St. Edelite, Leonard Bernstein
Leonid Breshnev, Lenny Bruce and Lester Bangs
Birthday party, cheesecake, jelly bean, boom
You symbiotic, patriotic, slam but neck, right? Right
It's the end of the world as we know it
It's the end of the world as we know it
It's the end of the world as we know it
And I feel fine
It's the end of the world as we know it
It's the end of the world as we know it
It's the end of the world as we know it
And I feel fine
It's the end of the world as we know it
It's the end of the world as we know it
It's the end of the world as we know it
And I feel fine
It's the end of the world as we know it
It's the end of the world as we know it
It's the end of the world as we know it
And I feel fine"
It's The End Of The World As We Know It (and I Feel Fine) ,2014,/its-the-end-of-the-world-as-we-know-it-and-i-feel-fine-lyrics-rem.html,5,"That's great, it starts with an earthquake
Birds and snakes, an aeroplane, and Lenny Bruce is not afraid
Eye of a hurricane, listen to yourself churn
World serves its own needs, don't misserve your own needs
Feed it up a knock, speed, grunt, no, strength
The ladder starts to clatter with a fear of height, down, height
Wire in a fire, represent the seven games
And a government for hire and a combat site
Left her, wasn't coming in a hurry with the Furies breathing down your neck
Team by team, reporters baffled, trumped, tethered, cropped
Look at that low plane, fine, then
Uh-oh, overflow, population, common group
But it'll do, save yourself, serve yourself
World serves its own needs, listen to your heart bleed
Tell me with the Rapture and the reverent in the right, right
You vitriolic, patriotic, slam fight, bright light
Feeling pretty psyched
It's the end of the world as we know it
It's the end of the world as we know it
It's the end of the world as we know it, and I feel fine
Six o'clock, TV hour, don't get caught in foreign tower
Slash and burn, return, listen to yourself churn
Lock him in uniform, book burning, bloodletting
Every motive escalate, automotive incinerate
Light a candle, light a motive, step down, step down
Watch your heel crush, crush, uh-oh
This means no fear, cavalier, renegade and steering clear
A tournament, a tournament, a tournament of lies
Offer me solutions, offer me alternatives, and I decline
It's the end of the world as we know it (I had some time alone)
It's the end of the world as we know it (I had some time alone)
It's the end of the world as we know it, and I feel fine (It's time I had some time alone)
I feel fine (I feel fine)
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it, and I feel fine (It's time I had some time alone)
The other night I dreamt a nice continental drift divide
Mountains sit in a line, Leonard Bernstein
Leonid Brezhnev, Lenny Bruce, and Lester Bangs
Birthday party, cheesecake, jellybean, boom
You symbiotic, patriotic, slam but neck, right? Right
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it, and I feel fine (It's time I had some time alone)
It's the end of the world as we know it
It's the end of the world as we know it
It's the end of the world as we know it, and I feel fine (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it, and I feel fine (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it (It's time I had some time alone)
It's the end of the world as we know it, and I feel fine (It's time I had some time alone)
(It's time I had some time alone)"
Just a Touch ,2006,/just-a-touch-lyrics-rem.html,0,"Well, what in the world, women in black
Don't you remember, send us back
A day in the life, well, nobody laughed
Look to the days, how long can this last?
Kevin heard it on the radio
Hugh informed word of mouth
Carla read it in the news
Caught it all, just a touch
You set the pace of what was to come
I have to carry on now that you're gone
A day in the life, nobody laughed
Look to the days, how long can this last?
Kevin heard it on the radio
Hugh informed word of mouth
Carla read it in the news
Caught it all, just a touch
There's someone in our dreams
In our pre-assembled dream
Lord, Dave, William
Well, what in the world, women in black
Don't you remember, send the towering past back
A day in the life, well, nobody laughed
Look to the days, how long can this last
Kevin heard it on the radio
Hugh informed word of mouth
Carla read it in the news
Caught it all, just a touch
I can't see where to worship Popeye, love Al Green
I can't see, I'm so young, I'm so goddamn young"
King of Birds ,2008,/king-of-birds-lyrics-rem.html,1,"A thumbnail sketch, a jeweler's stone
A mean idea to call my own
Old man don't lay so still you're not yet young
There's time to teach, point to point,
Point observation, children carry reservations
Standing on the shoulders of giants
Leaves me cold, leaves me cold
A mean idea to call my own
A hundred million birds fly
Singer sing me a given
Singer sing me a song
Standing on the shoulders of giants
Everybody's looking on
[(Old man don't lay so still you're not yet young, there's time to teach, point to point, point observation, children carry reservations)]
Standing on the shoulders of giants
Leaves me cold
A mean idea to call my own
A hundred million birds fly away, away, away
I am king of all I see
My kingdom for a voice
Old man don't lay so still, you're not yet young
There's time to teach, point to point
Point observation, children carry reservations
Standing on the shoulders of giants
Leaves me cold, leaves me cold
A mean idea to call my own
A hundred million birds fly away, away, away
Everybody hit the ground
Everybody hit the ground
Everybody hit the ground
Everybody hit the ground"
King Of Comedy ,2006,/king-of-comedy-lyrics-rem.html,0,"Make your money with a suit and tie
Make your money with shrewd denial
Make your money expert advice,
If you can wing it
Make your money with a power ply
Make your money with a buyout bribe
You can lie as long as you mean it
I'm not king of comedy,
Grease the pig, give a squeeze (squeeze me)
Make your money with exploitation
Make it holy illumination
Say a prayer at every station
Don't forget to ask for mercy
Make your money with a pretty face
Make it easy with product placement
Make it charged with controversy
I'm straight, I'm queer, I'm bi
I'm not king of comedy,
I'm not your magazine,
I'm not your television
Make your money, make it rich
make it young and make it quick
Make your money on the jukebox, baby,
it's pick up sticks,
Make your enemies make your moves
Make your critics fumble through
Make it smart and make it schmooze
Make it look easy
I'm not king of comedy,
I'm not your magazine,
I'm not your television,
I'm not your movie screen
I'm not commodity (all together now)
I'm not commodity
I'm not commodity"
King Of The Road ,2006,/king-of-the-road-lyrics-rem.html,0,"Trailers for sale or rent
Rooms to let, fifty cents
No cars no pool no pets
I ain't got no cigarettes
It takes four hours of pushin' broom
To buy a four-by-twelve two-bit room
I'm a man of means, by no means
King of the road
Trailers for sale or rent
Rooms to let, fifty cents
No cars no pool no pets
I ain't got no cigarettes
It takes eight hours of pushin' broom
To buy a four-by-twelve two-bit room
I'm a man of man, by no means
King of the road, take it Slim
It takes eight hours of pushin' broom
To buy a four-by-twelve two-bit room
I'm a man of man, by no means
King of the road, one more time
Trailers for sale or rent
Rooms to let, fifty cents
No cars no pool no pets
I ain't got no cigarettes
It takes eight hours of pushin' broom
To buy a four-by-twelve two-bit room
I'm a man of man, by no means
King of the road, take it Slim"
Kohoutek ,2006,/kohoutek-lyrics-rem.html,1,"Who will stand alone
She carried ribbons, she wore them out
Courage built a bridge, jealousy tore it down
At least it's something you've left behind
And like Kohoutek you were gone
We sat in the garden, we stood on the porch
I won't deny myself, we never talked
She wore bangles, she wore bells
On her toes and she jumped
Like a fish, like a flying friend
You were gone, like Kohoutek, can't forget that
Fever built a bridge, reason tore it down
If I am one to follow who will stand alone
Maybe you're not the problem, scissors, paper, stone
If you stand and holler, these prayers will talk
She carried ribbons, she wore them out
Michael built a bridge, Michael tore it down
At least it's something you've left behind
Like Kohoutek, you were gone
Michael built a bridge, Michael tore it down
If I stand and holler will I stand alone"
Laughing ,2006,/laughing-lyrics-rem.html,0,"Laoco̦n and her two sons
Pressured storm, tried to move
No other more emotion bound
Martyred, misconstrued
Lighted in a room, in the room
Lighted, lighted, laughing in tune
Lighted, lighted, laughing
Laoco̦n and her two sons
Run the gamut, sated view
Know them more, emotion bound
Martyred, misconstrued
Lighted in a room, in the room
Lighted, lighted, laughing in tune
Lighted, lighted, laughing
In a room, lock the door, latch the room
Lighted, lighted, laughing
Laoco̦n and her two sons
Ran the gamut, settled new
Find a place fit to laugh
Lock the doors and latch the room
Lighted in a room, in the room
Lighted, lighted, laughing in tune
Lighted, lighted, laughing in tune
Lighted, lighted, laughing in tunes
Lighted, lighted, laughing in tune"
Leave ,2006,/leave-lyrics-rem.html,0,"Nothing could be bring me closer.
nothing could be bring me near.
where is the road I follow
to leave, leave?
It's under, under, under my feet.
the sea spread out there before me.
where do I go when the land touches sea?
there is my trust in what I believe.
That's what keeps me,
that's what keeps me,
that's what keeps me down,
to leave, believe it,
leave it all behind.
Shifting the dream
nothing could bring me further from my old friend time.
shifting the dream
it's charging the scene
I know where I marked the signs.
I suffer the dreams of a world gone mad
I like it like that and I know it
I know it well, ugly and sweet,
I temper madness with an even extreme.
That's what keeps me
that's what keeps me
that's what keeps me down
I say that I'm a bantam lightweight
I say that I'm a phantom airplane
that never left the ground.
That's what keeps me,
that's what keeps me,
that's what keeps me down,
to leave it, believe it.
leave it all behind.
Lift me, lift me,
I attain my dream.
I lost myself, I lost the
heartache calling me.
I lost myself in sorrow
I lost myself in pain.
I lost myself in gravity,
memory, leave, leave.
That's what keeps me,
that's what keeps me,
that's what keeps me down,
To leave it, believe it,
leave it all behind.
That's what keeps me,
that's what keeps me,
that's what keeps me down,
to leave it, believe it,
leave it all behind.
Lift my hands, my eyes are still,
I'll walk into the sea
shoot myself in a different place
and leave it
I've longed for this to take me,
I've longed for my release
I've waited for the callin'
to leave, leave.
Leave, leave.
Leavin', leavin'"
Leaving New York ,2004,/leaving-new-york-lyrics-rem.html,3,"It's quiet now and what it brings is everything
Comes calling back, a brilliant night, I'm still awake
I looked ahead, I'm sure I saw you there
You don't need me to tell you now that nothing can compare
You might have laughed if I told you
You might have hidden your frown
You might have succeeded in changing me
I might have been turned around
It's easier to leave than to be left behind
Leaving was never my proud
Leaving New York, never easy
I saw the light fading out
Now life is sweet, and what it brings I tried to take
But loneliness, it wears me out, it lies in wait
And all not lost, still in my eye
Shadow of necklace across your thigh
I might have lived my life in a dream, but I swear it, this is real
Memory fuses and shatters like glass
Mercurial future, forget the past
But it's you, it's what I feel
You might have laughed if I told you (It's pulling me apart)
You might have hidden your frown (Change)
You might have succeeded in changing me (It's pulling me apart)
I might have been turned around (Change)
It's easier to leave than to be left behind (It's pulling me apart)
Leaving was never my proud (Change)
Leaving New York, never easy (It's pulling me apart)
I saw the light fading out
You find it in your heart
It's pulling me apart
You find it in your heart
Change
I told you forever (Find it in your heart)
I love you forever (It's pulling me apart)
I told you I love you (Find it in your heart)
I love you forever (Change)
I told you forever (Find it in your heart)
I love you forever (It's pulling me apart)
I told you I love you (Find it in your heart)
I love you forever (Change)
(You never, you never told me forever)
You might have laughed if I told you (It's pulling me apart)
You might have hidden your frown (Change)
You might have succeeded in changing me (It's pulling me apart)
I might have been turned around (Change)
It's easier to leave than to be left behind (It's pulling me apart)
Leaving was never my proud (Change)
Leaving New York, never easy (It's pulling me apart)
I saw the light fading out (Change)
Leaving New York, never easy (It's pulling me apart)
I saw the light fading out (Change)
Leaving New York, never easy (It's pulling me apart)
I saw the light fading out (Change)"
Let Me In ,2006,/let-me-in-lyrics-rem.html,2,"Yeah all those stars drip down like butter
And promises are sweet
We hold out our pans with our hands to catch them
We eat them up, drink them up, up, up, up
Hey, let me in
Hey, let me in
I only wish that I could hear you whisper down
Mr Fisher moved to a less peculiar ground
He gathered up his loved ones and he brought them all around
To say goodbye
Nice try.
Hey, let me in
Yeah yeah yeah
Hey, let me in
I had a mind to try to stop you
Let me in. Let me in
Well, I got tar on my feet and I can't see all the birds look down and laugh at me
Clumsy, crawling out of my skin
Hey, let me in
Yeah yeah yeah
Hey, let me in
Hey, let me in
Yeah yeah yeah
Hey, let me in"
Letter Never Sent ,2006,/letter-never-sent-lyrics-rem.html,0,"It's been pretty simple so far
Vacation in Athens is calling me
And knock, knock, knock on wood
I thought I'd left you behind
Heaven is yours, heaven is yours
Heaven is yours where I live
I followed the catacombs
Left my soul at home
This letter never sent
And it's so far, it's so dark, I'm so lost
Heaven is yours, heaven is yours
Heaven is yours where I live
(Another story, another story for a while, someone show me)
When I'm moving too fast
Here's my new address
The water's receiving me now
The catacombs are filling in
If my soul was made of stone
No, not, not so dark, dark
And it's so far, it's so dark, I'm so lost
And it's so far, it's so far, it's so far
Heaven is yours, heaven is yours
Heaven is yours where I live
(Another story, another story for a while, someone show me)
Heaven is yours, heaven is yours
Heaven is yours where I live
(Another story, another story for a while, someone show me)"
Life And How To Live It ,2011,/life-and-how-to-live-it-lyrics-rem.html,0,"Burn bright through the night, two pockets lead the way
Two doors to go between the wall was raised today
Two doors, two names to call your other and your own
Keep these books well stocked away and take your happy home
My carpenter's out and running about and talking to the street
My pockets are out and running about and barking in the street
To tell what I have hidden there
Burn bright through the night, two pockets lead the way
Two doors to go between the wall was raised today
Raise the walls to hide these flaws, the carpenter should rest
So that when you tire of one side the other serves you best
My carpenter's out and running about, talking to the street
My pockets are out and running about and barking in the street
To tell what I have hidden there
The hills ringing hear the words in time, listen to the holler
Listen to my walls within my tongue
Can't you see you made my ears go tin
The air quicken tension building inference suddenly
Life and how to live it
Raise the walls to hide these flaws, the carpenter should rest
So that when you tire of one side the other serves you best
Read about the wisdom wall, the knock-knock-knock
A secret knock, one hammer's locked, the other wisdom's lost
My carpenter's out and running about and talking to the street
My pockets are out and running about and barking in the street
To tell what I have hidden there
My carpenter's out and running about, walking the
Listen to the holler
My pockets are out and running about, barking in the street
To tell what I have hidden there
Listen, listen to the holler
If I write a book it will be called
Life and how to live it"
Lightnin' Hopkins ,2008,/lightnin-hopkins-lyrics-rem.html,0,"When I lay myself to sleep pray that I don't go too deep
Lightnin' won Lightnin' won
Because it's cold down gold down there, crow!
Flat lands low lands on the track
Shows the water pan the track
Lightnin' won lightnin' won
Close up hands to silhouette, crow!
Lightnin' won, lightnin' won
Hound bark on the track
Hound crow hold onto your hat
Lightnin' won lightnin' won
Low lands timberlands bad lands bird lands."
Lisa Sez ,2006,/lisa-sez-lyrics-rem.html,0,"Too...too...took her so long
I was only having fun
I guess I'm really hung
I guess you'd better run
That's what Lisa said
While you running all over town
Why don't you settle down
I told her we were just friends
She believed it till the end
That's what Lisa said
That's what she said
She's a (cherry?) now
She put me on her
She put you on trial
No I'm in her_______
Too...too...Took her so long
I was only having fun
I guess I'm not so hung
I guess you'd better run
That's what Lisa said
That's what she said"
Little America ,2006,/little-america-lyrics-rem.html,0,"I can't see myself at thirty, I don't buy a lacquered thirty
Caught like flies, preserved for tomorrow's jewelry, again
Lighted in the amber yard, a green shellback, green shellback
Preserved for tomorrow's eyes, in a tree beer tar-black br'er sap
The biggest wagon is the empty wagon is the noisiest
The consul a horse, Jefferson, I think we're lost
Who will tend the farm museums, who will dust today's belongings
Who will sweep the floor, hedging near the givens
Rally round your leaders it's the mediator season
Diane is on the beach, do you realize the life she's led
The biggest wagon is the empty wagon is the noisiest
The consul a horse, oh man, I think we're lost
The biggest wagon is the empty wagon is the noisiest
A matter of course, Jefferson, drive
Lighted in the amber yard, a green shellback, green shellback
Skylight, sty-tied, Nero pie-tied, in a tree tar-black br'er sap
Reason has harnessed the tame, a lodging, not stockader's game
Another Greenville, another Magic Mart, Jeffer, grab your fiddle
The biggest wagon is the empty wagon is the noisiest
The consul a horse, Jefferson, I think we're lost
The biggest wagon is the empty wagon is the noisiest
The consul a horse, Jefferson, I think we're lost, lost"
Living Well Is The Best Revenge ,2008,/living-well-is-the-best-revenge-lyrics-rem.html,2,"It's only when your poison spreads
Into the life you hope to live
And suddenly you wake up
In a shaking panic, now
You set me up like a lamb to slaughter
Garbo ask the farmer's daughter
Unbelievable the gospel according to who
I lay right down
All you sad and lost apostles
Hum my name and flair their nostrils
Choking on the bones you toss to them
I'm not one to sit and spin
'Cos living well is the best revenge
Baby, I am calling you on that
Try turn your talking points on me
History will set me free
The future's ours and you don't even read
The footnote now
So who's chasing me? Where did you go?
You disappear mid sentence sinner
In a judgment crisis I see my anecdote fall out
You weakened shell
All you sad and lost apostles
Hum my name and flair their nostrils
Choking on the bones you toss to them
I'm not one to sit and spin
'Cos living well's the best revenge
Baby, I am calling you on that
You say it with your dying breath
Well I forgive but I don't forget
You work it out, let's hear that argument
Count the count of three go, now
All you sad and lost apostles
Hum my name and flair their nostrils
Choking on the bones you toss to them
Well I'm not one to sit and spin
'Cos living well is the best revenge
Baby, I am calling you on that
Baby, I am calling you on that
Baby, I'm calling you on, oh
(Baby, I'm calling you)"
Loosing My Religion ,2006,/loosing-my-religion-lyrics-rem.html,0,"Oh! Life is bigger, it's bigger'n you and not me
The things that I will go to
The distance in your eyes
Oh no, I've said too much
I set it up
That's me in the corner
That's me in the spotlight
Trying to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try
Of every waking hour
I'm choosing my confessions
Trying to keep an eye on you
Like a hurt, lost and blinded fool, fool
Oh no, I've said too much
I set it up
Consider this, the hint of the century
That brought me to my knees, failed
What if all these fantasies come
Flailing around
Now I've said too much
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try
But that was just a dream
That was just a dream
That's me in the corner
That's me in the spotlight
Trying to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try
But that was just a dream
Try, cry, why try
That was just a dream
Just a dream
Just a dream, dream"
Losing My Religion ,2003,/losing-my-religion-lyrics-rem.html,9,"Oh life, it's bigger
It's bigger than you
And you are not me
The lengths that I will go to
The distance in your eyes
Oh no, I've said too much
I set it up
That's me in the corner
That's me in the spotlight
Losing my religion
Trying to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try
Every whisper
Of every waking hour
I'm choosing my confessions
Trying to keep an eye on you
Like a hurt, lost and blinded fool, fool
Oh no, I've said too much
I set it up
Consider this
Consider this, the hint of the century
Consider this, the slip
That brought me to my knees, failed
What if all these fantasies come
Flailing around
Now I've said too much
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try
But that was just a dream
That was just a dream
That's me in the corner
That's me in the spotlight
Losing my religion
Trying to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try
But that was just a dream
Try, cry, why try
That was just a dream
Just a dream
Just a dream, dream"
Lotus ,2006,/lotus-lyrics-rem.html,1,"hey hey.
I was hell
sarcastic silver swell.
that day it rained
tough spun. hard won. no
ocean flower aquarium
badlands. give a hand.
honey dipt. flim flam
hey hey. hey hey.
that cat can walk like a big bad man.
so happy to show us
I ate the lotus.
say haven't you noticed?
I ate the lotus
storefront window, I reflect.
just last week I was merely heck
tip the scale. I was hell
picked me up, then I fell.
who's this stranger? crowbar spine
...and I feel fine.
let it rain, rain, rain
bring my happy back again.
so happy to show us
I ate the lotus.
say haven't you noticed?
I ate the lotus,
I ate the lotus.
let it rain, rain, rain
save me from myself again
wash away my ugly sins
opposing thumb, dorsal fin
that monkey died for my grin
bring my happy back again
let it rain, rain, rain
bring my happy back again
so happy to show us
I ate the lotus.
say haven't you noticed?
I ate the lotus
I ate the lotus
I ate the lotus,
I ate the lotus."
Love Is All Around ,2014,/love-is-all-around-lyrics-rem.html,2,"I feel it in my fingers, I feel it in my toes
Love is all around me and so the feeling grows
It's written on the wind, it's everywhere I go
So if you really love me, come on and let it show
You know I love you I always will
My mind's made up by the way that I feel
There's no beginning, there'll be no end
'Cause on my love you can depend
I see your face before me, as I lay on my bed
I kinda get to thinking of all the things we said
You gave a promise to me, and I gave mine to you
I need someone beside me in everything I do
You know I love you I always will
My mind's made up by the way that I feel
There's no beginning, there'll be no end
'Cause on my love you can depend
It's written on the wind, it's everywhere I go
So if you really love me, come on and let it show
Come on and let it show"
Low ,2014,/low-lyrics-rem.html,0,"Dusk is dawn is day
Where did it go?
I've been laughing
Fast and slow
Moving in a still frame
Howling at the moon
Morning found me laughing
Up and down, down
Low, low, low
Night suits me fine
And morning suits me fine
I've been so happy, happy
Way up high, high
In between
Down below
Low, low, low
Low, low, low
I skipped the part about love
It seems so silly and low
Low, low, low
Low, low, low
I said the morning
It isn't your time
Barefoot naked
I can see your lines
It doesn't bother me
If you are right
Your grass is grassy wet
Your light white is bright
Light white, light
I skipped the part about love
It seems so shallow and low
Low, low, low
Low, low, low
You and me
We know about time
We know how things go
They come and go
They live and grow
They pass and go
And glow and glow
Up and down
High and low
Low, low, low
Low, low, low
I skipped the part about love
It seems so silly and low
I skipped the part about love
It seems so shallow and low
Low, low, low
Low, low, low
I like your hands
All full of glory
All full of glory"
Low Desert ,2006,/low-desert-lyrics-rem.html,0,"It happened fast, it's over quick.
A little dust and the engine kicks.
Did you hands drift down off the wheel?
Roll out, hit your windshield
An eyelash or a little bit of sleep?
Time stands still.
Just call it now and you're on your way (hey, a hey hey, hey)
All the ashtrays, cities and the freeway drives
Broken casino and waterslides
Eighteen-wheeler, payback dice.
Gravity flows on the power line.
Jet stream cuts the desert sky.
This is a land could eat a man alive.
Say you'll leave it all behind. (hey, a hey hey, hey)
There's a radio tower that's egging me on
Back to the place where you never belong.
Where people thrive on their own contempt.
Whatever meaning is long gone, spent.
If you had to guess or make a bet,
Would you place yourself inside of it?
The mountains yawn, the clouds let out a sigh.
""Tricked again.""
Let go, okay. (hey, hey, hey, a hey hey, a hey, hey hey, hey)"
Lynne & Andy ,2008,/lynne-andy-lyrics-rem.html,0,"[ANDY:] Hey!
[LYNNE: (laughing)] What?
[ANDY:] Wanna go to Memphis and get married?
[Pause.]
[LYNNE:] Do I wanna go to Memphis and get married?
[ANDY:] Mm hmm...
[LYNNE:] Wha-haa? (Pauses, then changes tone.) Why Memphis?
[ANDY:] Because Memphis is the wrestling capital of the
world. I'll get up in the ring, and I'll announce that the
I'll marry the FIRST woman who beats me. Then you can get up,
and we'll wrestle, and I'll let you win, and ...
[LYNNE:]
You'll let me win? [laughs.]
[ANDY:] ... yes, I'll let you win. I'll let you. Then we'll run
off and get married on the David Letterman show.
[LYNNE:] God.
[ANDY:] O.K.? (He kisses her.) Whaddaya say?
[LYNNE:] Is this for real?
[Instrumental]"
Make It All Ok ,2007,/make-it-all-ok-lyrics-rem.html,0,"You threw away the ballast
And you rowed your boat ashore
Didn't you, now?
Didn't you?
You made your ultimatum
Too big to ignore
Didn't you, now?
Didn't you?
So you worked out your excuses
Turned away and shut the door
The world's too vast for us now
And you wanted to explore
It's a long, long long road
And I don't know which way to go
If you offered me your hand again
I'd have to walk away
When I saw you at the street fair
You called out my name
Didn't you, now?
Didn't you?
You said we could start over
Try and make it all okay
Didn't you, now?
Didn't you?
So our past has been rewritten
And you threw away the pen
You'd said that I was useless
But now you'll take me in again
Well, Jesus loves me fine
And your words fall flat this time
Was it my imagination or did I hear you say
""We don't have a prayer between us""
Didn't you believe that I have
Finally turned away?
Didn't you, now?
Didn't you?
Anything to hold onto
To help me through my day
Didn't you, now?
Didn't you?
But Jesus loves me fine
But his words fall flat this time
It's a long, long long road
And I don't know which way to go
If you offered me your world
Did you think I'd really stay?
If you offered me the heavens
I would have to turn away
Was it my imagination or did I hear you say
""We don't have a prayer between us""
Didn't you, now?
Didn't you, now?
Didn't you?"
Make It All Okay ,2004,/make-it-all-okay-lyrics-rem.html,0,"You threw away the ballast and you rowed your boat ashore
Didn't you, now? Didn't you?
You made your ultimatum too big to ignore
Didn't you, now? Didn't you?
So you worked out your excuses,
turned away and shut the door.
The world's too vast for us now,
and you wanted to explore
It's a long, long long road
And I don't know which way to go
If you offered me your hand again I'd have to walk away.
When I saw you at the street fair, you called out my name
Didn't you, now? Didn't you?
You said we could start over, try and make it all okay.
Didn't you, now? Didn't you?
So our past has been rewritten
and you threw away the pen.
You'd said that I was useless,
but now you'll take me in again
Well Jesus loves me fine.
And your words fall flat this time.
Was it my imagination, or did I hear you say,
""We don't have a prayer between us.""
Didn't you believe that I have finally turned away?
Didn't you, now? Didn't you?
Anything to hold onto to help me through my day.
Didn't you, now? Didn't you?
Jesus loves me fine.
But his words fall flat this time.
It's a long, long long road
And I don't know which way to go
If you offered me your world, did you think I'd really stay?
If you offered me the heavens, I would have to turn away.
Was it my imagination, or did I hear you say,
""We don't have a prayer between us.""
Didn't you, now? Didn't you, now?
Didn't you?"
Man On The Moon ,2003,/man-on-the-moon-lyrics-rem.html,7,"and the game of Life
Yeah, yeah, yeah, yeah
Andy Kaufman in the wrestling match
Yeah, yeah, yeah, yeah
Monopoly, Twenty One, checkers and chess
Yeah, yeah, yeah, yeah
Mister Fred Blassie in a breakfast mess
Yeah, yeah, yeah, yeah
Let's play Twister, let's play Risk
Yeah, yeah, yeah, yeah
I'll see you in heaven if you make the list
Yeah, yeah, yeah, yeah
Now, Andy did you hear about this one?
Tell me, are you locked in the punch?
Hey Andy, are you goofing on Elvis? Hey, baby
Are we losing touch?
If you believed they put a man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool
Moses went walking with a staff of wood
Yeah, yeah, yeah, yeah
Newton got beaned by the apple good
Yeah, yeah, yeah, yeah
Egypt was troubled by the horrible asp
Yeah, yeah, yeah, yeah
Mister Charles Darwin had the gall to ask
Yeah, yeah, yeah, yeah
Now, Andy did you hear about this one?
Tell me, are you locked in the punch?
Hey Andy, are you goofing on Elvis? Hey, baby
Are you having fun?
If you believed they put a man on the moon
If you believed there's nothing up his sleeve
Then nothing is cool
Here's a little agit for the never-believer
Yeah, yeah, yeah, yeah
Here's a little ghost for the offering
Yeah, yeah, yeah, yeah
Here's a truck stop instead of Saint Peter's
Yeah, yeah, yeah, yeah
Mister Andy Kaufman's gone wrestling
Yeah, yeah, yeah, yeah
Now, Andy did you hear about this one?
Oh, tell me, are you locked in the punch?
Hey Andy, are you goofing on Elvis? Hey, baby
Are we losing touch?
If you believed they put a man on the moon ()
Man on the moon ()
If you believed there's nothing up his sleeve
() Then nothing is cool
If you believed they put a man on the moon ()
Man on the moon ()
If you believed there's nothing up his sleeve
() Then nothing is cool
If you believed they put a man on the moon ()
Man on the moon ()
If you believed there's nothing up his sleeve
() Then nothing is cool"
